EventName,Username,SourceIPAddress,EventTime,EventID,CloudTrailEvent,Resources,UnauthorizedCall,FailedLoginAttempts,Hour,DayOfWeek,DayOfMonth,EventFrequency,UserEventFrequency,IPEventFrequency,LowerThreshold,UpperThreshold,UserThreshold,IPThreshold,UnusualHour,RollingMean,RollingStd,AnomalousEvent,RiskScore,RiskReasons,ComplianceReasons,ComplianceCheck,Anomaly_Label
ListBuckets,Alice,192.168.1.1,2025-02-22 21:35:40.587333,event-9,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T21:35:40.587333', 'eventSource': 's3.amazonaws.com', 'eventName': 'ListBuckets', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.1', 'userAgent': 'aws-sdk-java/1.11.842', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice'}}",{'UserName': 'Alice'},False,0,21,5,22,6,2,3,4.045501204125894,15.074498795874106,9.54757364999427,3.5276447874209573,0,8.8,2.6832815729997477,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
StopInstances,Charlie,172.16.0.2,2025-02-23 08:26:40.587333,event-13,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-23T08:26:40.587333', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'StopInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-java/1.11.842', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",True,0,8,6,23,12,6,5,4.045501204125894,15.074498795874106,7.385624480185113,6.5162552393845505,0,9.0,2.82842712474619,0,40.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Critical event detected: StopInstances (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
DetachVolume,Charlie,172.16.0.2,2025-02-23 08:27:40.587333,event-24,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-23T08:27:40.587333', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'DetachVolume', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-console', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EBSVolumeId': 'vol-068b4fbef2fd13f79'}}","{'UserName': 'Charlie', 'EBSVolumeId': 'vol-068b4fbef2fd13f79'}",False,0,8,6,23,6,4,1,4.045501204125894,15.074498795874106,7.385624480185113,6.5162552393845505,0,10.0,2.5495097567963922,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
AttachVolume,Alice,172.16.0.2,2025-02-22 16:04:40.587333,event-26,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T16:04:40.587333', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'AttachVolume', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'EBSVolumeId': 'vol-69908078'}}","{'UserName': 'Alice', 'EBSVolumeId': 'vol-69908078'}",False,0,16,5,22,9,3,1,4.045501204125894,15.074498795874106,9.54757364999427,6.5162552393845505,0,9.6,2.5099800796022262,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
StopInstances,Alice,192.168.1.1,2025-02-22 23:41:40.587333,event-52,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T23:41:40.587333', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'StopInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.1', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",True,0,23,5,22,12,6,2,4.045501204125894,15.074498795874106,9.54757364999427,3.5276447874209573,1,9.6,2.8809720581775866,0,40.9,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Unusual access time: 23 (Previous logins: 0); Critical event detected: StopInstances (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
StopInstances,Charlie,172.16.0.2,2025-02-23 07:46:40.587333,event-58,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-23T07:46:40.587333', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'StopInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-console', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",True,0,7,6,23,12,6,5,4.045501204125894,15.074498795874106,7.385624480185113,6.5162552393845505,0,11.4,1.3416407864998745,0,40.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Critical event detected: StopInstances (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
RevokeSecurityGroupIngress,Alice,192.168.1.2,2025-02-23 00:06:40.587333,event-61,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-23T00:06:40.587333', 'eventSource': 's3.amazonaws.com', 'eventName': 'RevokeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,0,6,23,4,1,1,4.045501204125894,15.074498795874106,9.54757364999427,5.7903196830997,0,8.2,4.024922359499622,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
DeleteBucket,Charlie,192.168.1.1,2025-02-22 20:02:40.587333,event-79,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-22T20:02:40.587333', 'eventSource': 's3.amazonaws.com', 'eventName': 'DeleteBucket', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.1', 'userAgent': 'aws-console', 'requestParameters': {'bucketName': 'compliant-bucket-4'}, 'responseElements': {'status': 'failed', 'reason': 'Bucket contains data'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': None}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': None}",True,0,20,5,22,3,2,1,4.045501204125894,15.074498795874106,7.385624480185113,3.5276447874209573,0,9.4,3.714835124201342,0,40.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Critical event detected: DeleteBucket (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
AuthorizeSecurityGroupIngress,Alice,172.16.0.2,2025-02-22 20:36:40.587333,event-82,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T20:36:40.587333', 'eventSource': 's3.amazonaws.com', 'eventName': 'AuthorizeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-console', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,20,5,22,10,4,4,4.045501204125894,15.074498795874106,9.54757364999427,6.5162552393845505,0,8.6,3.1304951684997047,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
PutObject,Alice,172.16.0.2,2025-02-22 20:14:40.587333,event-92,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T20:14:40.587333', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/3.csv', 'objectSize': 6617}, 'responseElements': {'status': 'success', 'objectKey': 'data/3.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/3.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/3.csv'}",False,0,20,5,22,12,8,1,4.045501204125894,15.074498795874106,9.54757364999427,6.5162552393845505,0,9.8,2.8635642126552723,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant,1
