EventName,Username,SourceIPAddress,EventTime,EventID,CloudTrailEvent,Resources,UnauthorizedCall,FailedLoginAttempts,Hour,DayOfWeek,DayOfMonth,EventFrequency,UserEventFrequency,IPEventFrequency,LowerThreshold,UpperThreshold,UserThreshold,IPThreshold,UnusualHour,RollingMean,RollingStd,AnomalousEvent,RiskScore,RiskReasons,ComplianceReasons,ComplianceCheck
DescribeInstances,Charlie,172.16.0.2,2025-02-13 03:52:45.742434,event-18,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-13T03:52:45.742434', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'DescribeInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",False,0,3,3,13,4,2,1,2.0023838400630014,17.557616159936998,9.573166652173807,5.079988833804715,0,10.2,4.816637831516918,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
DeleteBucket,Charlie,192.168.1.2,2025-02-12 22:40:45.742434,event-19,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-12T22:40:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'DeleteBucket', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {'bucketName': 'compliant-bucket-4'}, 'responseElements': {'status': 'failed', 'reason': 'Bucket contains data'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': None}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': None}",True,0,22,2,12,10,6,3,2.0023838400630014,17.557616159936998,9.573166652173807,7.481775115387561,0,10.2,4.816637831516918,0,40.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Critical event detected: DeleteBucket (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
StopInstances,Charlie,192.168.1.2,2025-02-12 15:52:45.742434,event-39,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-12T15:52:45.742434', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'StopInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",True,0,15,2,12,9,6,1,2.0023838400630014,17.557616159936998,9.573166652173807,7.481775115387561,0,8.2,2.949576240750524,0,40.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Critical event detected: StopInstances (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Charlie,10.0.0.1,2025-02-12 11:57:45.742434,event-40,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-12T11:57:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '10.0.0.1', 'userAgent': 'aws-cli/2.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/100.csv', 'objectSize': 510}, 'responseElements': {'status': 'success', 'objectKey': 'data/100.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/100.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/100.csv'}",False,0,11,2,12,17,9,2,2.0023838400630014,17.557616159936998,9.573166652173807,4.585802651509641,0,10.2,4.764451699828638,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
StopInstances,Charlie,10.0.0.1,2025-02-13 00:42:45.742434,event-45,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-13T00:42:45.742434', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'StopInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '10.0.0.1', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Charlie', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",True,0,0,3,13,9,6,1,2.0023838400630014,17.557616159936998,9.573166652173807,4.585802651509641,1,8.4,0.8944271909999139,0,41.1,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Unusual access time: 0 (Previous logins: 0); Critical event detected: StopInstances (Scaling Factor: 1.00)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Track and report incidents to regulatory bodies within predefined timeframes; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Charlie,192.168.1.2,2025-02-13 09:23:45.742434,event-57,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-13T09:23:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-java/1.11.842', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/68.csv', 'objectSize': 2724}, 'responseElements': {'status': 'success', 'objectKey': 'data/68.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/68.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/68.csv'}",False,0,9,3,13,17,9,6,2.0023838400630014,17.557616159936998,9.573166652173807,7.481775115387561,0,11.8,4.816637831516918,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
DescribeInstances,Alice,192.168.1.2,2025-02-12 23:38:45.742434,event-67,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-12T23:38:45.742434', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'DescribeInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",False,0,23,2,12,4,2,1,2.0023838400630014,17.557616159936998,9.677950376500043,7.481775115387561,1,9.4,3.7148351242013415,0,31.1,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Unusual access time: 23 (Previous logins: 0)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Charlie,10.0.0.1,2025-02-13 00:50:45.742434,event-72,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-13T00:50:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '10.0.0.1', 'userAgent': 'aws-cli/2.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/60.csv', 'objectSize': 3133}, 'responseElements': {'status': 'success', 'objectKey': 'data/60.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/60.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/60.csv'}",False,0,0,3,13,17,9,2,2.0023838400630014,17.557616159936998,9.573166652173807,4.585802651509641,1,11.4,5.3665631459994945,0,31.1,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.; Unusual access time: 0 (Previous logins: 0)","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Charlie,172.16.0.2,2025-02-13 06:23:45.742434,event-85,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-13T06:23:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-console', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/61.csv', 'objectSize': 1014}, 'responseElements': {'status': 'success', 'objectKey': 'data/61.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/61.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/61.csv'}",False,0,6,3,13,17,9,3,2.0023838400630014,17.557616159936998,9.573166652173807,5.079988833804715,0,8.4,5.176871642217912,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Alice,203.0.113.5,2025-02-12 14:32:45.742434,event-86,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-12T14:32:45.742434', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '203.0.113.5', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/30.csv', 'objectSize': 3810}, 'responseElements': {'status': 'success', 'objectKey': 'data/30.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/30.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/30.csv'}",False,0,14,2,12,17,8,1,2.0023838400630014,17.557616159936998,9.677950376500043,5.474523139318802,0,11.0,5.65685424949238,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
