EventName,Username,SourceIPAddress,EventTime,EventID,CloudTrailEvent,Resources,UnauthorizedCall,FailedLoginAttempts,Hour,DayOfWeek,DayOfMonth,EventFrequency,UserEventFrequency,IPEventFrequency,LowerThreshold,UpperThreshold,UserThreshold,IPThreshold,UnusualHour,RollingMean,RollingStd,AnomalousEvent,RiskScore,RiskReasons,ComplianceReasons,ComplianceCheck
RevokeSecurityGroupIngress,Charlie,172.16.0.2,2025-02-23 11:03:24.424841,event-28,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-23T11:03:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'RevokeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,11,6,23,11,3,3,4.626313785395083,13.053686214604916,8.048319748937022,3.2416879720779352,0,7.6,1.949358868961792,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
RevokeSecurityGroupIngress,Alice,192.168.1.1,2025-02-23 13:59:24.424841,event-34,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-23T13:59:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'RevokeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.1', 'userAgent': 'aws-sdk-java/1.11.842', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,13,6,23,11,8,1,4.626313785395083,13.053686214604916,9.272350212397242,4.982477601028239,0,9.4,2.302172886644267,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
AuthorizeSecurityGroupIngress,Alice,192.168.1.2,2025-02-22 20:54:24.424841,event-37,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T20:54:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'AuthorizeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.2', 'userAgent': 'aws-sdk-go/1.34.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,20,5,22,11,3,1,4.626313785395083,13.053686214604916,9.272350212397242,4.770471141426281,0,10.8,1.0954451150103306,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
ListBuckets,Alice,172.16.0.2,2025-02-22 18:35:24.424841,event-44,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T18:35:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'ListBuckets', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice'}}",{'UserName': 'Alice'},False,0,18,5,22,7,4,1,4.626313785395083,13.053686214604916,9.272350212397242,3.2416879720779352,0,8.0,1.9999999999999996,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
RevokeSecurityGroupIngress,Alice,172.16.0.2,2025-02-22 17:35:24.424841,event-45,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T17:35:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'RevokeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-console', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Alice', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,17,5,22,11,8,3,4.626313785395083,13.053686214604916,9.272350212397242,3.2416879720779352,0,8.0,1.9999999999999996,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
GetObject,Alice,172.16.0.2,2025-02-23 03:45:24.424841,event-47,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-23T03:45:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'GetObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/42.csv'}, 'responseElements': {'status': 'success', 'objectKey': 'data/42.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/42.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/42.csv'}",False,0,3,6,23,6,6,2,4.626313785395083,13.053686214604916,9.272350212397242,3.2416879720779352,0,9.0,2.5495097567963922,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
AuthorizeSecurityGroupIngress,Charlie,203.0.113.5,2025-02-22 14:42:24.424841,event-74,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-22T14:42:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'AuthorizeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '203.0.113.5', 'userAgent': 'aws-cli/2.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,14,5,22,11,8,1,4.626313785395083,13.053686214604916,8.048319748937022,4.543015673820997,0,8.8,2.2803508501982757,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
DescribeInstances,Alice,203.0.113.5,2025-02-22 16:02:24.424841,event-75,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-22T16:02:24.424841', 'eventSource': 'ec2.amazonaws.com', 'eventName': 'DescribeInstances', 'awsRegion': 'us-east-1', 'sourceIPAddress': '203.0.113.5', 'userAgent': 'aws-sdk-python/1.14.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}}","{'UserName': 'Alice', 'EC2InstanceId': 'i-042032fee5e9bbe70'}",False,0,16,5,22,7,3,4,4.626313785395083,13.053686214604916,9.272350212397242,4.543015673820997,0,9.0,1.9999999999999996,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
PutObject,Alice,192.168.1.1,2025-02-23 09:38:24.424841,event-92,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Alice'}, 'eventTime': '2025-02-23T09:38:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'PutObject', 'awsRegion': 'us-east-1', 'sourceIPAddress': '192.168.1.1', 'userAgent': 'aws-cli/2.0', 'requestParameters': {'bucketName': 'compliant-bucket-4', 'objectKey': 'data/20.csv', 'objectSize': 1770}, 'responseElements': {'status': 'success', 'objectKey': 'data/20.csv'}, 'resources': {'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/20.csv'}}","{'S3BucketName': 'compliant-bucket-4', 'ObjectKey': 'data/20.csv'}",False,0,9,6,23,12,8,1,4.626313785395083,13.053686214604916,9.272350212397242,4.982477601028239,0,10.8,1.6431676725154976,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
AuthorizeSecurityGroupIngress,Charlie,172.16.0.2,2025-02-23 08:39:24.424841,event-95,"{'eventVersion': '1.08', 'userIdentity': {'type': 'IAMUser', 'userName': 'Charlie'}, 'eventTime': '2025-02-23T08:39:24.424841', 'eventSource': 's3.amazonaws.com', 'eventName': 'AuthorizeSecurityGroupIngress', 'awsRegion': 'us-east-1', 'sourceIPAddress': '172.16.0.2', 'userAgent': 'aws-cli/2.0', 'requestParameters': {}, 'responseElements': {}, 'resources': {'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}}","{'UserName': 'Charlie', 'SecurityGroupId': 'sg-00128d83f92e72451'}",False,0,8,6,23,11,8,1,4.626313785395083,13.053686214604916,8.048319748937022,3.2416879720779352,0,10.0,1.9999999999999996,0,30.0,"Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.","Ensure all data is encrypted at rest and in transit, using strong encryption standards.; Implement robust network security measures, including firewalls, intrusion detection systems (IDS), and intrusion prevention systems (IPS).; Establish business continuity and disaster recovery plans, ensuring regular testing and compliance with recovery time objectives.; Implement continuous monitoring and detection of cybersecurity threats.",Non-compliant
